title,company,titleUrl,job_content,job_require,job_welfare,job_contact
市場行銷專員,豪展醫療科技股份有限公司,https://www.104.com.tw/job/72vd9?jobsource=jolist_c_relevance,1.進行調查數據的彙整、除錯，分析調查數據與繪製統計圖表，並撰寫分析建議報告。2.進行產業競爭分析及市場調查分析。（如：消費者的偏好、需求與購買習慣，以及競爭者的品牌形象、價格、產品、通路等）。3.分析企業統計數據（如：營業額、銷售量、客戶數等，預測與追蹤市場和銷售的趨勢）。4. 能善用自動化的方法處理資料，並熟悉大量資料處理與分析，使數據分析與應用產品化。5.專案開發管理及時程控管。6.分析、評估業務發展狀況，進行效益分析。 7.跨部門溝通、整合及協調。, 條件要求  接受身份 上班族 工作經歷  3年以上  學歷要求  專科以上  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力 擅長工具  不拘  工作技能  不拘  其他條件  未填寫 ," 福利制度 【薪資獎金】 1.年終依公司營運情形及員工績效表現， 發放年終獎金。 2.每年依公司營運情形及市場薪資水準， 進行年度調薪。  【分紅配股】1.讓表現績優之員工參與公司營運績效，除分享公司盈利外，並配發公司股票，   成為公司的股東。2.投資機會: 本公司已於96年公開發行，並於98年4月登錄興櫃,於100年8月16日正市上櫃。【員工保險及退休金】1.享勞保及健保。2.南山人壽團保(免費)，另有優恵之員工眷屬團保。3.員工退休金每月提撥。【福利措施】1.公司提供免費機車停車位、汽車停車位(主管級)。2.三節禮金、生日禮金、慶生會、勞動節禮金、婚喪喜慶禮金及住院慰問金等3.舉辦員工專業技能、領導管理職能等教育訓練。4.年度員工國內國外旅遊，視福委會財務狀況編列員工旅遊補助。5.定期舉辦員工體檢。", 聯絡方式  聯絡人  Kiki  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
市場行銷業務,旭威能源科技股份有限公司,https://www.104.com.tw/job/6uym1?jobsource=jolist_a_relevance,1.開發潛在客戶，拓展市場，以達成業績目標。2.定期拜訪經銷客戶，維繫穩定客戶關係。3.負責國內業務推展接洽及訂單處理。4.負責產品報價及產品展示，並處理帳款回收相關事宜。, 條件要求  接受身份 上班族 工作經歷  5年以上  學歷要求  大學以上  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  日文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升語文能力 擅長工具  不拘  工作技能 行銷製作物規劃與執行、市場調查資料分析與報告撰寫 具備駕照  輕型機車、普通重型機車、普通小型車  其他條件  5年以上英日文書信及溝通能力佳者。 , 福利制度 ◆ 獎金 / 禮品類　1.年終獎金◆ 制度類　1.伙食費◆ 請 / 休假制度　1.週休二日　2.特休/年假　3.女性同仁生理假◆ 其他　1.員工停車位, 聯絡方式  聯絡人  鄭小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
市場運營專員,全曜財經資訊股份有限公司,https://www.104.com.tw/job/6yt9s?jobsource=jolist_a_relevance,【工作內容】1.內容運營：品牌與口碑行銷規劃、執行廣告行銷活動，以提升曝光率及、互動性及討論度，有效提升粉絲數量及活躍度。2.活動運營：針對用戶拉新、促活、留存、召回等運營目的，策劃各類別活動，從活動方案、需求策劃、需求評審，跟進技術部門完成、到落地執行，確保需求順利上線，及時監測活動效果，結案報告。3.數據分析：日常運營數據的整理、分析，對數據有一定的敏感度，能即時發現問題，提出方案協同其他部門共同解決，善於用數據驅動運營；4.用戶運營：能針對某一類或某幾類用戶，進行精細化運營，通過一定的方法和手段，提升用戶活躍度，降低用戶流失。5.對投資理財有興趣，一起為CMoney的使命「幫每一個做好人生投資」努力。CMoney為全台最大投資教育平台，與實戰高手共同開發投資工具「理財寶」，希望透過知識共享，幫助投資人，有效率地找到適合的投資方法！ 面試前 請作足準備，下載 理財寶軟體試用 (https://www.cmoney.tw/app/download/)我們非常歡迎積極、主動學習的人才！, 條件要求  接受身份 上班族、應屆畢業生 工作經歷  不拘  學歷要求  專科以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  1.   無經驗可，1年以上相關工作經驗為佳 2.   對財經有興趣，有實務投資經驗、對投資有極大熱忱3.   對網路行銷與社群經營有興趣，有實務操作經驗者4.   下標題/寫文章高手，文筆流暢有感染力5.   基本製圖美感、打字速度快6.   高度責任心、能團隊合作、樂於學習、好奇心 【福利】 1. 每年國內外旅遊補助2. 提供保健食品，讓你上班健健康康，永保安康 3. 咖啡機、牛奶免費提供，一整天都有精神 4. 每周固定一天下午茶時間5. 公司內所有投資軟體，免費使用 (總價值絕對超過100萬) 6. 公司內所有投資課程，免費學習 (一堂課幫你省上千元) 7. 參與特殊節慶活動、尾牙、慶生party，電影包場8. 免費的合作健身房 顯示全部, 福利制度 《薪酬福利＠CMoney》➡薪資及獎金、節金具競爭力的整體薪酬制度，提供「自提調薪制度」，吸引、激勵並留任優秀人才依當年公司營運狀況及個人績效表現提供具競爭力的薪資、專案獎金及年終獎金。➡基本保障除勞健保、勞退保障，另提供團體保險(全職任職滿六個月)➡活動及補助活動類：節慶活動、尾牙、慶生會、不定期公司/部門聚餐、電影包場、多元化的社團活動、各式零食保健食品補助類(全職任職滿六個月)：健身房補助、國內外旅遊補助。生活類：美式雙門大冰箱、無限量零食/保健食品、咖啡機。➡學習與成長我們非常重視員工成長，除了提供良好的工作與進修環境(CMoney教育訓練中心)，更享有免費資源學習投資理財、購書補助(全職任職滿六個月)、個人進修補助(全職任職滿六個月)。➡快樂生活我們認為孩子的成長只有一次，凡撫養未滿10歲子女，每個出勤工作日可提前於17:30下班，讓你有更多時間陪伴家人(全職適用，排班人員則不在此限)。另有合作幼兒園/托兒機構優惠。更多關於CMoney▶招募專頁：http://www.cmoney.tw/jobs/compensation-and-benefits.aspx▶官方網站：http://www.cmoney.com.tw, 聯絡方式  聯絡人  張小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
市場開發專案經理,多普達國際股份有限公司,https://www.104.com.tw/job/72dv6?jobsource=jolist_c_relevance,1.業務開發：市場動態蒐集與競品分析、新合作夥伴開發、協助制定業務發展策略、銷售合作策略規劃與合約制定。2.運營服務與教學諮詢：專案進度管理與執行、平台操作說明與問題解決、電話/線上客戶服務。3.其他團隊業務開發所需事項。, 條件要求  接受身份 上班族、原住民 、中壯齡  工作經歷  不拘  學歷要求  大學以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能 專案時間╱進度控管、專案規劃執行╱範圍管理、專案溝通╱整合管理、顧客關係管理、業務或通路開發 其他條件  1.具線上學習產品商業模式開發經驗尤佳。2.具策略規劃能力、擅長溝通協調與經營客戶關係。3.有責任感、具專案執行經驗、數據分析與問題解決能力。4.善於溝通，團隊合作能力佳。5.積極學習的成長心態、具創新精神、有活力、樂觀外向。 , 福利制度 【快樂的學習與活動】◎心靈講座◎健康講座◎文藝講座◎兩性成長講座◎舉辦聖誕節等各類節慶活動◎年終感恩聯歡餐會◎豐富的社團活動◎心靈圖書借閱【多元的獎勵與薪資】◎依公司營運及個人績效給予年度調薪◎員工績效獎金【優質的工作環境】◎上班時段提供大坪林捷運站至公司免費交通接駁車◎工作環境機能便利◎提供同仁下午點心◎設備完善的員工健身中心◎女性同仁專屬哺乳室【溫馨的福利照顧】◎勞健保、退休基礎保障◎員工免費團體保險◎符合勞基法之休假制度◎結婚、生育慶賀禮金◎端午、中秋、春節、員工生日禮金/禮券◎免費電影票發放◎提供員工團購資訊◎特約廠商簽訂【貼心的健康關懷】◎提供舒壓按摩服務◎每月職業專科醫師諮詢服務◎職業護理師健康照護服務◎實施全面性員工健檢◎專業心理諮商◎健康促進計劃◎全年5日給薪病假◎員工傷病慰問, 聯絡方式  聯絡人  林志忠  應徵回覆  本職務設定3個工作天回覆  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
市調研展人員(高雄),欣巴巴事業股份有限公司,https://www.104.com.tw/job/6cdrb?jobsource=jolist_c_relevance,1. 房地產市場調查及資料建檔。2. 市場價格與產品分析。3. 不動產資訊及產業情報收集分析。4. 有房地產相關經驗者佳。, 條件要求  接受身份 上班族 工作經歷  1年以上  學歷要求  專科以上  科系要求  不拘  語文條件  台語 -- 精通 贊助提升語文能力 擅長工具 Excel、PowerPoint、Word贊助提升專業能力 工作技能 市場調查企劃與執行、市場調查資料分析與報告撰寫 具備駕照  輕型機車、普通小型車  其他條件  1. 有房地產相關經驗者佳2. 認真負責、善於溝通、良好情緒管理 , 福利制度 ◆ 獎金/禮品類1.年終獎金2.三節獎金/禮品3.生日禮金4.結案獎金◆ 保險類1.勞保2.健保3.團保◆ 休閒類1.國內旅遊2.國外旅遊3.部門聚餐活動4.每月慶生會5.年中餐會6.尾牙餐會/新春酒會◆ 制度類1.完善的管理制度2.定期的教育訓練3.順暢的升遷管道◆ 請 / 休假制度1.特休/年假2.陪產假3.女性同仁生理假◆ 其他1.定期健康檢查◆ 補助類1.結婚禮金2.生育津貼3.喬遷禮金4.住院慰問金5.喪葬慰問金6.員工購屋優惠7.私車公用油資補助, 聯絡方式  聯絡人  人事  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
市調經理 / 大數據分析師,威聯網科技有限公司,https://www.104.com.tw/job/73cip?jobsource=2018indexpoc,1.規劃並執行各類研究調查專案（如：電話訪問、郵寄問卷、街訪、家戶訪問、線上調查、焦點座談會、深度訪談等）。2.管控問卷資料的品質，包括訪員訓練、複核問卷、側聽及輔導等管理工作。3.進行調查數據的彙整、除錯，分析調查數據與繪製統計圖表，並撰寫分析建議報告。4.收集及分析市場情報（如：消費者的人口特性、偏好、需求與購買習慣，以及競爭者的品牌形象、價格、產品、通路及行銷方案等）。5.分析企業統計數據（如：營業額、銷售量、客戶數等，預測與追蹤市場和銷售的趨勢）。6.市場大數據分析，提供公司及客戶銷售的參考方向。7.分析及找尋藍海市場的可能性，提供拓展市場路徑新方向。, 條件要求  接受身份 上班族、二度就業 工作經歷  6年以上  學歷要求  大學以上  科系要求  不拘  語文條件  不拘  擅長工具 Excel、PowerPoint、Word、中文打字50~75、Adobe Photoshop、CorelDraw、Illustrator贊助提升專業能力 工作技能 文件收發與檔案管理、文書處理╱排版能力、行政事務處理、報表彙整與管理、文件或資料輸入建檔處理、文件檔案資料處理、轉換及整合工作、客戶資料更新維護、業績目標分配與績效達成、業績與管理報表撰寫、客戶情報蒐集、產品介紹及解說銷售 具備駕照  輕型機車、普通重型機車、大型重型機車、普通小型車  其他條件  未填寫 , 福利制度 周休二日，遇紅則放, 聯絡方式  聯絡人  楊懌民  電洽  07-3388940  應徵回覆  合適者將於3個工作天內主動聯繫，不合適者將不另行通知  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
平台運營專員 Platform Operations Specialist,智鈦星平台服務有限公司,https://www.104.com.tw/job/6zmsr?jobsource=jolist_c_relevance,null,null,null,null
"底薪加抽成獎金,資深電商業務專員",澐上有限公司,https://www.104.com.tw/job/724i4?jobsource=jolist_b_relevance,"．對於電商銷售熟悉, 具有品牌官網銷售的運營經驗．規劃各檔期產品銷售組合、電商銷售活動、價格規劃及成本計算．會員管理、銷售數據分析．具有電商銷售具有三年以上經驗．銷售邏輯強，具有清楚的銷售概念，洞悉市場行銷", 條件要求  接受身份 上班族、外籍人士 工作經歷  不拘  學歷要求  大學  科系要求  不拘  語文條件  英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力 擅長工具 Excel、PowerPoint、Word贊助提升專業能力 工作技能 業務或通路開發、業績目標分配與績效達成、客戶情報蒐集、產品介紹及解說銷售 其他條件  未填寫 , 福利制度 ◆ 獎金/禮品類1.年終獎金2.三節禮品 (禮金)3.績效獎金◆ 保險類1.勞保2.健保3. 6%勞退◆ 休閒類1.不定期慶生會 / 聚餐◆ 制度類1.績效評核2.順暢的升遷管道◆ 請 / 休假制度1.週休二日2.婚、喪假3.公、事假4.生理假5.特休假6.陪產假◆ 其他福利1.員工優惠價購買產品2.結婚賀儀3.生育賀儀, 聯絡方式  聯絡人  蘇小姐  應徵回覆  本職務設定1個工作天回覆  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
店鋪開發副理－日本知名眼鏡品牌(14545),立樂高園股份有限公司,https://www.104.com.tw/job/6yr75?jobsource=jolist_c_relevance,"【工作内容】・新店鋪開發（物件調査、市場調査、解說、條件交渉、締結契約書等）・店舗内裝與眼鏡機器的管理/後台工作 【企業概要】在日本是上市企業，主要從事眼鏡的製造與販售。透過獨特的SPA方式，實現了「市場最低・最適當價格」，提供「NEW多合一價格」讓顧客能夠安心購買的服務。自從2015年開始拓展台灣市場以來，規模擴展非常順利，運用一年半的時間就發展了14間店鋪。【組織構成】250名【魅力】在日系時尚・服飾製造業（眼鏡）當中，在台灣的發展正在急速成長中!重視顧客服務，能夠學習到各種知識，且人事制度與工作環境完善，是一個能夠安心地長期工作的環境。另外，升遷制度也是魅力之一。有最短半年就能夠成為店長的可能性！工作地點廣泛(台北/桃園/林口/宜蘭/高雄)之後工作地點如果有變動還會提供住宅津貼(公司住房)!【福利制度】＜法定項目＞ ・保険（労働保険、健康保険） ・残業代・各休暇（有給休暇、慶弔休暇、生理休暇、産前産後休暇、妊娠検査休暇、出産の付き添い休暇、育児休暇） ・退職金＜会社独自の福利厚生＞  ・年終獎金(約為2個月,依業績而定)驗光人員月薪 34,000元驗光生證照津貼 2,000元驗光師證照津貼 3,000元特考驗光生證照+7000津貼特考驗光師證照+8000津貼具備擔任驗光所所長資格者，發放所長津貼11,000元・住宅津貼：超過勤務地50公里，最高補助NT$ 9,000・調薪制度：半年一次考核・三節獎金(端午/中秋/年終)・每月員工優惠購物・員工制服・不定期店鋪獎勵制度【歡迎主動投遞履歷至以下信箱】rcntw-service@reeracoen.com.tw【更多職缺】https://www.reeracoen.tw/zh-tw/jobs/search", 條件要求  接受身份 上班族 工作經歷  5年以上  學歷要求  專科以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  【必須條件】・零售業或百貨業店鋪開發經驗5年以上者・能夠傳達公司魅力者・擅長數據分析，具有市場洞察能力（需要與開發人員進行交涉）・溝通能力佳，不論公司內外皆能輕鬆溝通【加分條件】・具有廣闊的視野與臨機應變能力・零售分銷業的工作經驗・對市場改變具有敏感度 顯示全部, 福利制度 ※此為立樂高園公司之福利制度，代徵企業之福利制度詳見上方工作內容欄位※◆ 獎金 / 禮品類　1.年終獎金　2.三節禮金/禮品◆ 津貼補助類　1.員工交通費◆ 請 / 休假制度　1.週休二日　2.特休/年假, 聯絡方式  聯絡人  陳小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廠務助理,東豪冷凍食品股份有限公司,https://www.104.com.tw/job/4gwqx?jobsource=jolist_a_relevance,協助廠長與副廠長處理生產數據資料統計數據分析及文書處理資料上網申報相關作業, 條件要求  接受身份 上班族、應屆畢業生、研發替代役、原住民 、二度就業 工作經歷  不拘  學歷要求  高中、專科、大學  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  未填寫 , 福利制度  法定項目  勞保  健保  產假  特別休假  育嬰留停  女性生理假  勞退提撥金  員工體檢 , 聯絡方式  聯絡人  人事 小姐  電洽  05-5971135-503  親洽  雲林縣斗南鎮德業路33巷2號  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廠務助理工程師(友達技術員-龍潭渴望園區),河筧工程有限公司,https://www.104.com.tw/job/4xjyp?jobsource=jolist_c_relevance,null,null,null,null
廠務助理管理師-台南,友勁科技股份有限公司,https://www.104.com.tw/job/6x39m?jobsource=jolist_a_relevance,"1.協助採購作業2.依據需求單位提出行政採購明細,協助尋找廠商詢價比價議價3.開發新廠商及數據分析4.確認交期5.協助事務性作業6.其他主管交辦事項※學經歷豐富超出此職務需求者，主管面談視情況可面議※", 條件要求  接受身份 上班族、二度就業 工作經歷  1年以上  學歷要求  專科以上  科系要求  不拘  語文條件  英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力 擅長工具 Excel、Outlook、PowerPoint、Word贊助提升專業能力 工作技能  不拘  其他條件  1.孰悉電腦文書作業2.需有採購作業經驗1年以上3.有 SMT 經驗者佳 , 福利制度 【訓練發展】提供多元化之內外部教育訓練，讓同仁專業更精進；備有圖書區，提供多種類書籍雜誌增加同仁知識並促進思考。【年度健康檢查與醫療保險】每年一次身體健康檢查；全員投保定期壽險、意外傷害險、意外醫療險、團體健康險、團體癌症險、職業傷害及可另參加眷屬團體醫療保險。【貼心環境與托育服務】公司備有哺集乳室；與特約托育機構配合，照顧同仁眷屬，提供同仁托育優惠服務。【活動及福利津貼】不定期舉辦活動、年度年終尾牙、生育津貼、年節與結婚、生日禮金(卷)及喪葬慰問金。【紓壓按摩】台北總公司=>特聘專業按摩師為員工紓壓按摩，保健身體並可紓解平日壓力。【彈性制度】台北總公司=>實施彈性上下班時間，讓員工可以自由選擇工作之時間安排並可避免上下班交通尖峰時間壅塞。, 聯絡方式  聯絡人  人力資源處  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廢污水處理操作人員,走遍天下食品有限公司,https://www.104.com.tw/job/6ckrz?jobsource=2018indexpoc,1.廢水設備操作及維護 2.廢水處理相關申報事項 3.每日報表填寫、數據分析 4.執行主管交辦事項, 條件要求  接受身份 上班族、應屆畢業生、研發替代役、原住民 、二度就業、學生實習 工作經歷  不拘  學歷要求  高中以下、高中、專科、大學  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  未填寫 , 福利制度 ◆ 獎 金 / 禮 品 類：三節禮品、五一禮品、春節禮品、員購優惠、生日禮金、全勤獎金            ◆ 保 險 類：勞保、健保、員工團保、 勞退提撥金◆ 餐 飲 類：免費供餐◆ 娛 樂 類：每月慶生會、國內旅遊、員工定期聚餐、春酒◆ 補 助 類：婚喪喜慶◆ 設 備 類：員工餐廳◆ 休 假 類：週休二日、特別休假◆ 其 他 類：員工在職教育訓練, 聯絡方式  聯絡人  藍小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廣告優化分析師,聯合線上股份有限公司,https://www.104.com.tw/job/6qu4s?jobsource=2018indexpoc,1. 關鍵字廣告與GDN多媒體廣告操作 2. 廣告文案企劃與構思3. 廣告投放執行數據監控與成效優化4.主管交辦事項5.該職務，會依實際求職者之相關工作經歷議定薪資。, 條件要求  接受身份 上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業 工作經歷  不拘  學歷要求  大學  科系要求  統計學相關  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  1.Google Ads認證2.具數位廣告(Facebook Ads、Google Ads、Youtube、DSP)投放相關工作經驗者優先3.媒體/代理商/廣告公司1年以上經驗期望特質、能力:1.能獨立進行專案執行，擅長簡報、執行，及報表數據分析。2.基礎Google Analytics分析，能做數據解讀3.邏輯與溝通：能組織好思考、言簡意賅4.能獨立自主作業，也能重視團隊，交流經驗共同成長 顯示全部, 福利制度 健保；勞保；其他保險其他福利：(外勤)交通津貼、(業務)佣獎金等；員工教育訓練、診療所，等多項福利。, 聯絡方式  聯絡人  范小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廣告商務專員,環際科技有限公司,https://www.104.com.tw/job/6v97s?jobsource=jolist_c_relevance,1.針對廣告素材進行類型挑選設置2.針對數據分析進行效益提升3.維繫長期合作廠商4.擬定廣告預算5.需略熟悉Excel表格6.主管交辦事項, 條件要求  接受身份 上班族、應屆畢業生、原住民  工作經歷  不拘  學歷要求  高中以下、高中、專科、大學  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  1.細心2.積極3.責任感4.具行銷經驗佳晚班：15:00~00:00 休息時間為1H ,null, 聯絡方式  聯絡人  HR  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廣告專員,立兆股份有限公司,https://www.104.com.tw/job/7354f?jobsource=jolist_a_relevance,"【 工作主要內容 】: 1. 投放廣告文案素材撰寫與發想，熟悉口碑行銷、FB社群經營與粉絲團文案編寫，善用話題、圖文方式提升粉絲的參與度2.管控FB/IG帳戶後臺及操作，投放FB/IG廣告及成效追蹤、分析廣告媒體流量、素材表現、與受眾分析等方式,成效追蹤、數據分析與GA報表彙整 "," 條件要求  接受身份  不拘  工作經歷  不拘  學歷要求  不拘  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  需熟悉網路行銷、熱愛電商，具備FB/IG廣告操作經驗尤佳. 喜歡與人接觸與互動,有社群經營者佳 熟悉Photoshop等美編修圖軟體 具備積極進取、抗壓性強、良好溝通協調能力及人際關係處理，樂於與不同人合作.  ", 福利制度 1. 享勞健保及勞工退休金提撥。2. 中秋/端午獎金。3. 年終獎金。4. 全勤獎金。5. 年終尾牙聚餐。6. 國內外不定期旅遊。7. 每年度免費健康檢查。8. 教育訓練。9. 周休二日。(上述福利可能因特殊情況作調整), 聯絡方式  聯絡人  王小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廣告投放專員(兼職),靖粧整體造型美學有限公司,https://www.104.com.tw/job/50uxb?jobsource=jolist_a_relevance,1. Facebook、Instagram廣告投放及優化2. 廣告帳戶管理、執行、監控優化操作3. 成效追蹤、數據分析與GA報表彙整4. 媒體內容創意/文案發想策劃、廣告素材設計進度的推進5. 具備數位媒體廣告投放操作及優化經驗（包括但不限於Google、Facebook）。6. 廣告投放的策略擬定，並提出素材、文案優化需求，產出更有效的行銷素材。7. 投放預算管理，產出報表和數據分析。8. 分析競品廣告動向9. 2年以上廣告投放操作策略經驗，可獨立完成專案10. 有進行網頁追蹤、廣告像素追蹤設定、搜尋引擎優化等能力*工時彈性，平時可在家工作，一周一天到公司與主管開會, 條件要求  接受身份 上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業 工作經歷  2年以上  學歷要求  高中以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能 廣告製作規劃與執行、廣告效益評估 具備證照  Google Analytics (分析) 個人認證資格、Google Adwords 認證  其他條件  未填寫 , 福利制度  法定項目  勞保  健保  特別休假  勞退提撥金  其他福利  部門聚餐  慶生會 保險福利：勞保 / 健保 / 勞退 衣著福利：員工制服 假期福利：年假/特休 獎金福利 : 業績獎金, 聯絡方式  聯絡人  陳小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廣告投放專員(高雄),席恩資訊股份有限公司,https://www.104.com.tw/job/6tlef?jobsource=jolist_c_relevance,「席恩堅持創新技術、擅長數位行銷公關、帶動議題風向，並開發電商新市場、打造自有品牌！歡迎想在數位、電商界稱霸的優秀夥伴加入！」一、實際執行電商廣告投放操作與成效監控。二、運用新興網路媒體，增加網路知名度及流量。三、媒體廣告策略擬定、投放、數據追蹤、監控優化。 四、分析數位媒體廣告投放的相關數據，報表產出及分析，即時做出反饋與調整。五、市場與競品資訊蒐集分析。 六、依據廣告策略，執行數位媒體及廣告圖文素材之規劃。七、熟悉Facebook/Google Adwords廣告操作。✔除既有發展，亦有機會跨接公司其他業務項目。✔工作態度及能力佳者，有機會提升儲備幹部或幕僚管理職。, 條件要求  接受身份 上班族 工作經歷  1年以上  學歷要求  專科以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能 廣告預算控管、市場調查企劃與執行、市場調查資料分析與報告撰寫、網站流量成效追蹤、傳播媒體採購規劃、廣告效益評估、廣告業務銷售能力 其他條件  (1)態度積極、反應快、學習力高、抗壓性高、文字及數字觀念強。(2)發展業務推廣能力。(3)發展數位行銷能力。(4)具備電子商務網站、平台、數位媒體代理商行銷企劃經驗者佳。(5)具有文案企劃能力者尤佳。 , 福利制度 獎金 / 禮品類(一)年終獎金。(二)三節禮金/禮品。(三)嘉獎記功獎金。健康休閒類：(一)國內旅遊 。(二)年終尾牙。(三)提供公司零食及健康水果。(四)公司健康平台商品之員購優惠。(五)員工健檢福利。(六)不定期電影賞析、員工聚餐。(七)慶生聚會。制度類：(一)勞保、健保、勞退。(二)績效獎金。(三)內部教育訓練培訓。(四)順暢的升遷管道。(五)圖書借閱。請 / 休假制度：(一)週休二日。(二)特休/年假。(三)女性生理假。補助類：(一)公務交通補助。(二)學習成長補助。(三)個人筆電補助。其它：(一)優質工作環境。(二)公司提供個人筆記型電腦。, 聯絡方式  聯絡人  蔡小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
廣告投放專員/助理,動能娛樂股份有限公司,https://www.104.com.tw/job/6zqbw?jobsource=jolist_a_relevance,1. Facebook、Instagram廣告投放及優化2. 廣告帳戶管理、執行、監控優化操作3. 成效追蹤、數據分析與GA報表彙整4. 媒體內容創意/文案發想策劃、廣告素材設計進度的推進5. 具備數位媒體廣告投放操作及優化經驗（包括但不限於Google、Facebook）。6. 廣告投放的策略擬定，並提出素材、文案優化需求，產出更有效的行銷素材。7. 投放預算管理，產出報表和數據分析。8. 分析競品廣告動向9. 主管交辦事項10.對文字發想有源源不絕對創意與研究興趣者尤佳, 條件要求  接受身份 上班族、應屆畢業生 工作經歷  1年以上  學歷要求  大學以上  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力 擅長工具 Excel、PowerPoint、Word贊助提升專業能力 工作技能  不拘  其他條件  熟悉網購行銷活動及FB/IG等，並且過往工作經歷從事電商相關行業者尤佳!1. 熟悉Facebook、Google、IG及國外社群媒體平台數位廣告操作2. 熟悉追蹤碼設定與GTM應用3. 具廣告投放策略擬定、數據追蹤、監控優化之能力4. 具良好的數字分析能力與邏輯思考能力5. 能獨立產出成效報表，並提出優化建議6. 需對數位網路世代充滿興趣，了解市場動向7. 擁有與客戶溝通經驗尤佳 , 福利制度 公司提供良好工作環境，鼓勵員工積極有創意，重視團隊合作。=共同成長=1.完整教育訓練2.順暢升遷管道3.海外培訓＝團體聯誼＝1.同仁旅遊、團康活動、社團活動、部門聚餐＝生活關懷＝1. 特別假、生日假、健康檢查、勞保、健保、員工團體保險及眷屬醫療險, 聯絡方式  聯絡人  Roxanne  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
